News_Data,Labelling
Polda Riau Lepas 42 Psikolog untuk Trauma Healing Korban Bencana Agam,Positive
,
"Tembus Aceh Tamiang, Kemensos Kirim Logistik dengan Kapal & Helikopter",Positive
,
"Direlokasi ke Rusun Jagakarsa, Warga Menteng Pulo 2 Harap Harga Sewa Terjangkau",Neutral
,
"Menbud Resmikan Museum Semedo, Dorong Jadi Ruang Edukasi & Ruang Kultural",Positive
,
Cerita 50 Warga Tapteng Bertahan Hidup 2 Hari di Hutan saat Banjir Menerjang,Negative
,
Komisi VIII DPR Dorong Status Bencana Nasional di Sumatera: Korban Meluas,Neutral
,
Video: Kenapa Harus Peduli untuk Mengembalikan Ekosistem Awal?,Neutral
,
Video: Menteri LH Rencanakan ProKlim 2026 Bakal Ada Sertifikat Emisi Karbon,Positive
,
Pengakuan RK Menanti-nanti Diperiksa KPK,Neutral
,
Digitalisasi Pembelajaran Kunci Pemerataan Akses Pendidikan di Tanah Air,Positive
,
Korban Bencana Sumatera Butuh Tambahan Dokter,Negative
,
Perlawanan Tannos Lawan KPK Kandas di Praperadilan,Neutral
,
Data Terbaru BNPB: Korban Meninggal Bencana Sumatera Capai 753 Orang,Negative
,
Info Kepadatan di Tol Arah Jakarta Pagi Ini,Negative
,
Komisi IX DPR Usul Kemenkes Punya Satgas Nakes Tanggap Bencana,Positive
,
"Berlin Heboh, Patung Walter Lubcke Dipasang Aktivis di Depan Kantor CDU",Neutral
,
4 Fakta Tabrakan Beruntun 9 Kendaraan di Tol Cipularang Makan Korban Jiwa,Negative
,
"Angkot Stasiun Citayam Bikin Macet, Dishub Urai Macet di Jam Sibuk",Negative
,
Potret Lesu Gembong Narkoba Rp 5 T Dewi Astutik Usai Ditangkap BNN,Negative
,
5 Fakta Buron Sabu Rp 5 T Dewi Astutik Ditangkap di Kamboja,Negative
,
"Potensi Banjir Pesisir 1-10 Desember, DKI Siapkan 1.200 Unit Pompa",Negative
,
"Tanam Jagung di Lampung, Wakapolri: Ketahanan Pangan Tak Hanya Program Tapi Kerja Bersama",Neutral
,
Kabar Terkini Kasus Illegal Logging Mentawai Bikin Rugi Negara Rp 447 M,Negative
,
Polri Kirim Tenda-Solar Panel untuk Bantu Korban Banjir-Longsor Sumatera,Positive
,
"Tema Hari Disabilitas Internasional 2025, Diperingati Tanggal 3 Desember",Neutral
,
Waka MPR Dorong Status Bencana Nasional di Sumatera: Syarat Terpenuhi,Neutral
,
Video: TNI Respons Pria Ngaku Diperas saat Mau Kirim Bantuan Banjir Langkat,Negative
,
4 Hakim Terdakwa Suap Vonis Lepas Migor Hadapi Sidang Putusan Hari Ini,Neutral
,
Kebakaran Maut di Apartemen Hong Kong Diusut,Negative
,
Akhir Pelarian Dewi Astutik 'Mami' Penyelundup Dua Ton Sabu Ditangkap BNN,Negative
,
Bantuan Logistik ke Aceh Tamiang Mulai Dikirim Hari Ini Pakai Heli dan Kapal,Positive
,
10 Orang Kawanan Pencuri Dompet Aktris Korsel Jeon Hye Bin di Bali Ditangkap,Negative
,
Video: Reuni 212 Dukung Pemerintah Tetapkan Bencana Nasional di Sumatera,Neutral
,
Video: Momen Reuni 212 Gelar Salat Gaib untuk Korban Bencana Aceh-Sumatera,Positive
,
"Video Ketua MPR soal Kayu-kayu di Banjir Sumatera: Ditebang, Bukan Roboh",Negative
,
"Trump Mencak-mencak di Rapat Kabinet, Minta Imigran Somalia Tinggalkan AS",Neutral
,
"Video: Update Jumlah Korban Bencana Sumatera, 744 Meninggal-551 Hilang",Negative
,
Video Habib Rizieq Sebut RI Marak Korupsi: Presiden Saja Diancam,Negative
,
50 Warga yang Sempat Terjebak di Hutan Saat Banjir Tapteng Ditemukan Selamat,Positive
,
Eks Bupati Langkat Divonis 4 Tahun Penjara di Kasus Korupsi Infrastruktur,Negative
,
Video: Melihat dari Udara Kondisi Aceh Tamiang Setelah Banjir-Longsor,Positive
,
"Video: Reuni 212 Usul 2 Desember Libur Nasional, Wamenag Akan Lapor Prabowo",Neutral
,
"Capres Peru Lolos dari Serangan Komplotan Bersenjata, Mobil Rusak Kena Peluru",Negative
,
"Reuni 212 Selesai Jelang Dini Hari, Massa Mulai Tinggalkan Kawasan Monas",Neutral
,
"Habib Rizieq Serukan Revolusi Akhlak di Reuni 212, Ajak Bersatu Lawan Korupsi",Positive
,
Ngeri! Tukang Ojek di Mimika Ditemukan Tewas Terpenggal Usai Antar Penumpang,Negative
,
BNPB Update Korban Bencana Sumatera-Aceh: 744 Orang Meninggal-551 Hilang,Negative
,
"Putin: Jika Eropa Ingin Memulai Perang, Rusia Siap Sekarang Juga",Negative
,
Polres Kampar Kirim Dukungan 1 Truk Logistik ke Posko Bencana Agam,Positive
,
"Tangan Terikat Kabel Ties, Buron Kasus Sabu Rp 5 T Dewi Astutik Tiba di RI",Negative
,
"Reuni 212 Usul 2 Desember Jadi Libur Nasional, Wamenag Mau Lapor Prabowo",Neutral
,
"Gempa M 3,3 Terjadi di Bener Meriah Aceh",Negative
,
Mahasiswa Perusak Pos Lalin di Ciceri Serang Divonis 3 Bulan Penjara,Negative
,
Dubes Belanda Ucapkan Belasungkawa untuk Korban Bencana Alam di Sumatera,Neutral
,
"Jalur Medan-Aceh Tamiang Mulai Dapat Diakses, Bantuan Dikirim via Udara",Positive
,
"Dilanda Banjir dan Longsor, Aceh Tamiang Butuh Bantuan Logistik-Listrik",Negative
,
"Video: Bukan Bencana Alam, Ahli Sebut Banjir Sumatera sebagai Bencana Ekologis",Neutral
,
KLH Targetkan Pengusutan Sumber Gelondongan Kayu di Sumut Tuntas 3 Bulan,Positive
,
Video Wamenag Sebut Jemaah Reuni 212 Terbesar di RI: Belum Ada yang Melewati,Neutral
,
Video: Jeritan Warga Korban Banjir Bandang Sumatera,Negative
,
"Yusril Teken Repatriasi 2 Napi Belanda, Bakal Dipulangkan Pekan Depan",Neutral
,
"Kunjungi SRMP 2 Medan, Wamensos Bangkitkan Semangat Siswa Sekolah Rakyat",Neutral
,
Cerita Polantas Angkat Ban Pemotor Ngeyel Lawan Arah di Cibinong,Neutral
,
Menteri LH Beber Penyebab Batang Toru Tapsel Rusak Parah Usai Diterjang Banjir,Neutral
,
Hanura Desak Pemerintah Tetapkan Bencana Nasional Banjir Sumatera,Neutral
,
Peluang KPK Panggil Lagi RK Pemeriksaan Perdana,Neutral
,
Massa Reuni 212 Minta Pemerintah Tetapkan Bencana Nasional di Aceh-Sumatera,Neutral
,
"Polda Jateng Kirim Ribuan Logistik-Donasi Rp 2,2 M ke Korban Bencana Sumatera",Positive
,
"Video: Habib Rizieq, Pramono dan Wamenag Hadiri Reuni Akbar 212",Positive
,
KPK Bantah RK Ngaku Tak Terima Laporan Pengadaan Iklan saat Jadi Gubernur,Neutral
,
"Kebut Pemulihan Banjir di Padang, Wamendagri Koordinasikan Bantuan Damkar",Positive
,
TNI AU Kirim Helibox untuk Pengungsi Banjir di Aceh Tamiang,Positive
,
Alumni Akpol 1990 Kirim Bantuan Untuk Korban Banjir-Longsor Aceh Tamiang,Positive
,
"Video: Logistik Habis, Warga Aceh Ngungsi ke Medan Numpang Pesawat Hercules",Negative
,
Video Respons Menteri LH Diajak Tobat oleh Cak Imin: Saya Setuju,Neutral
,
"RK Ngaku Beli Mercy-Moge Pakai Dana Pribadi, KPK: Penyidik Punya Bukti Lain",Neutral
,
Video Tangis Warga Korban Bencana di Sumut: Tolong Bantu Kami Pak,Negative
,
Video: Momen Buron Sabu Rp 5 T Dewi Astutik Dipulangkan dari Kamboja ke RI,Negative
,
Waka MPR Dorong Kampus Jadi Garda Terdepan dalam Kampanye Stop Kekerasan,Positive
,
"Bertemu Prabowo di Istana, Ketua MPR Sempat Singgung Amendemen UUD 1945",Neutral
,
"KSPSI Gelar Rapimnas di Istora Besok, Akan Dihadiri Keluarga Marsinah",Neutral
,
Terbongkar 'Bunker' Amunisi dalam Kontrakan di Jakbar,Negative
,
"Longsor Terjang Kandy Usai Siklon Ditwah, Rumah Warga Luluh Lantak",Negative
,
"Wamendagri Cek Lokasi Banjir Solok, Pastikan Penanganan Berjalan Optimal",Positive
,
"Pakai Baju Putih dan Kopiah, Pramono Hadiri Reuni 212 di Monas",Positive
,
Menteri Agus: Dokumen Keimigrasian Rusak Akibat Bencana Dapat Dispensasi,Neutral
,
Video: Menteri LH Ungkap Penyebab Batang Toru Tapsel Alami Kerusakan Parah,Neutral
,
KPK Kebut Proses Ekstradisi Usai Praperadilan Paulus Tannos Tak Diterima,Neutral
,
"Stasiun Tanah Abang Padat Sore Ini, Begini Penjelasan KCI",Neutral
,
"Habib Rizieq Tiba di Acara Reuni 212 di Monas, Disambut Lantunan Selawat",Neutral
,
Kemnaker Ajak Kemenperin Kolaborasi Magang Nasional 2025 Batch 3,Positive
,
Muzani Sebut Prabowo Sudah Tahu Penyebab Banjir Bandang di Sumatera,Neutral
,
Mendagri Dorong Pemda Kelola Sarana Prasarana Olahraga Secara Profesional,Positive
,
Massa Reuni 212 Gelar Salat Gaib untuk Korban Bencana Aceh-Sumatera,Positive
,
"Aksi Satu Kemanusiaan, Dukungan untuk Palestina Menggema di Kedubes AS",Positive
,
Menaker Dorong Serikat Pekerja Perkuat Kolaborasi di 2026,Positive
,
Bos Mecimapro Didakwa Gelapkan Uang Konser TWICE Rp 10 Miliar,Negative
,
Doa dan Bunga untuk Korban Kebakaran Wang Fuk Court Hong Kong,Negative
,
Prabowo Instruksikan PLN-Pertamina Pulihkan Listrik dan BBM di Wilayah Bencana,Positive
,
"Gunung Marapi Sumbar Erupsi Siang Tadi, Abu Vulkanik Landa Agam",Negative
,
Bantuan Logistik Polda Riau Merapat ke Aceh Melalui Jalur Laut,Positive
,
Perkara Pulau Sengketa Bikin Jepang dan China Bersitegang,Negative
,
Cerita Gen Z Datang ke Reuni 212 Buat Nyari Ilmu,Neutral
,
Pupuk Indonesia Kirim Bantuan ke Wilayah Terdampak Banjir di Sumut-Aceh,Positive
,
"Dibawa ke Paripurna, Ini 3 Poin Utama RUU Penyesuaian Pidana",Neutral
,
Hanura Minta Pemerintah Tetapkan Banjir Sumatera Jadi Bencana Nasional,Neutral
,
"Pasok BBM di Sumatera, Pertamina Kerahkan Awak Mobil Tangki Lintas Pulau",Positive
,
Video RK soal Mercy-Motor Royal Enfield Disita KPK: Semua Dana Pribadi,Neutral
,
Video: Eks Bupati Langkat Divonis 4 Tahun Bui di Kasus Korupsi Infrastruktur,Negative
,
Andra Soni Tinjau Perbaikan Jalan Huntap hingga Kawasan Kumuh di Carita,Neutral
,
Video: Ini Peran Dewi Astutik di Jaringan Narkoba Internasional,Neutral
,
Warga Bogor Gelar Doa Bersama untuk Korban Bencana di Sumatera dan Aceh,Positive
,
IMstitute Gandeng MR.D.I.Y Dukung Peningkatan Kualitas Pendidikan RI,Positive
,
"Demo HUT Lebak Ricuh, Massa Minta Pemkab Atasi Jalan Rusak-Tambang Ilegal",Negative
,
"Ada Bus Mogok di 'Jalur Langit', Semua TransJ Koridor 13 Dialihkan Lewat Arteri",Negative
,
Pertamina Salurkan TJSL ke Sektor Pendidikan dan Sosial di Magelang,Positive
,
Video: Momen Massa Reuni 212 Gelar Salat Maghrib Berjamaah,Positive
,
"Usai Diperiksa 6 Jam, Ridwan Kamil Keluar Gedung KPK dengan Senyum Lega",Neutral
,
Mendes Yandri Ajak Masyarakat Sukseskan Kopdes dan MBG di Sulsel,Neutral
,
Mensos & Mendiktisaintek Teken MoU soal Beasiswa Lulusan Sekolah Rakyat,Positive
,
Muzani Ungkap Prabowo Beri Atensi Serius Pemulihan Bencana di Sumatera-Aceh,Positive
,
"459 Warga Terdampak Akibat Banjir dan Pohon Tumbang di Bogor, 52 Rumah Rusak",Negative
,
3 Kementerian Kolaborasi Optimalkan Pengelolaan Stadion,Positive
,
BNN Ungkap Licinnya Buron Sabu Rp 5 T Dewi Astutik: Suka Pindah Negara,Neutral
,
Video: Fenomena Hujan Es Terjadi di Bekasi dan Bogor,Neutral
,
Muzani Sebut Gelondongan Kayu di Banjir Sumatera Hasil Tebangan Lama,Neutral
,
"Video Anggota Brimob Evakuasi Jasad di Sibolga, Ternyata Ibu dari Rekannya",Negative
,
BNN Dalami Pria Bareng Gembong Narkoba Dewi Astutik Saat Ditangkap di Kamboja,Neutral
,
"Video Update Korban Banjir-Longsor Aceh: 218 Tewas, 277 Hilang",Negative
,
"Duka Agam Usai Banjir Bandang: Ratusan Warga Meninggal, Ribuan Mengungsi",Negative
,
KP2MI Teken MoU dengan 3 Gubernur Perkuat Penempatan & Perlindungan PMI,Neutral
,
Video RK Rampung Diperiksa KPK soal Bank BJB: Bahagia Bisa Klarifikasi,Neutral
,
"Dewi Astutik Dibekuk BNN di Kamboja, Kemlu dan Bea-Cukai Dukung Pemulangan",Neutral
,
Pemkab Banyuwangi Raih Penghargaan Tata Kelola Pemerintahan Terbaik,Positive
,
"Wamendagri Tinjau Posko Bencana di Solok, Tekankan Komunikasi Efektif",Neutral
,
"Tokoh Adat ke Polda Banten, Minta Pelaku Begal terhadap Warga Baduy Ditangkap",Negative
,
Permohonan Grasi Netanyahu Jadi Ujian Politik di Israel,Neutral
,
Gagap Menghadapi Bullying,Negative
,
Wamenkop Sebut Gudang Kopdes Bisa Tampung Potensi Produk Unggulan Desa,Positive
,
"Lisa Koar-koar soal Duit, RK Bilang Pemerasan",Neutral
,
Habiburokhman Tegaskan Polri di Bawah Presiden: Saya Orangnya Prabowo,Neutral
,
"Polisi Akan Tindak Parkir Liar saat Reuni 212, Jukir Nakal Ditertibkan",Positive
,
Penyebab 9 Kendaraan Tabrakan Beruntun di Tol Cipularang: Mobil Bak Rem Blong,Negative
,
Polres Kampar Kirim Personel Cari Ipda Angga yang Hilang di Sumbar,Negative
,
Video: Mensos Janjikan Santunan untuk Korban Banjir Sumatera,Positive
,
"Paus Leo Pimpin Misa Akbar di Lebanon, Dihadiri 150 Ribu Orang",Neutral
,
Video: Kronologi Penangkapan Buron Sabu Rp 5 T Dewi Astutik,Negative
,
MenPAN-RB Terima Penghargaan Life Time Achievement di KORPRI Award 2025,Positive
,
Pemprov Lampung Raih 2 Penghargaan Bergengsi di Tingkat Nasional,Positive
,
"BNPB Ungkap 1,1 Juta Orang Mengungsi Akibat Bencana di Sumatera",Negative
,
Video: Ada Aksi Bela Palestina di Kedubes AS Jelang Reuni Akbar 212,Neutral
,
Hujan Es Terjadi di Gunung Putri Bogor,Neutral
,
"Walkot Cilegon Copot Sekda, Ada Apa?",Neutral
,
"Kecelakaan Beruntun di Tol Cipularang, 1 Orang Tewas-5 Luka",Negative
,
RK soal Mercy-Royal Enfield Disita KPK: Semua Pakai Dana Pribadi,Neutral
,
Komisi III DPR-Pemerintah Sepakat RUU Penyesuaian Pidana Dibawa ke Paripurna,Neutral
,
Video: 9 Kendaraan Tabrakan Beruntun di Tol Cipularang Arah Jakarta,Negative
,
"Data BNPB Korban Bencana Sumatera Sore Ini: 712 Orang Meninggal, 507 Hilang",Negative
,
Gubernur Lampung Dorong Pramuka Fokus Bentuk Karakter Generasi Muda,Positive
,
"Lestarikan Seni Bela Diri, Kemenbud Luncurkan 'Senam Kebudayaan Indonesia'",Positive
,
RK Ngaku Tak Tahu dan Tidak Terlibat Kasus Korupsi yang Diusut KPK,Neutral
,
"Gembong Narkoba Dewi Astutik Ditangkap di Kamboja: Bukti Sinergi BNN, KBRI dan Athan",Positive
,
"Prabowo Panggil Muzani dan Kepala Badan Logistik Kemhan, Ada Apa?",Neutral
,
"Potret Paus Leo XIV Kunjungi Lebanon, Bawa Misi Perdamaian di Tengah Perang",Neutral
,
BMKG: Siklon Tropis Tak Lazim di RI Sehingga Kita Belum Begitu Siap,Negative
,
Le Minerale Salurkan Bantuan Air Mineral untuk Korban Banjir di Sumatera,Positive
,
"Massa Mulai Datangi Lokasi Reuni 212, Ada yang Bawa Bendera Palestina",Positive
,
"Reno, Anjing K-9 Polda Riau Gugur dalam Tugas Kemanusiaan di Agam",Negative
,
5 Berita Terpopuler Internasional Hari Ini,Neutral
,
RK Usai Diperiksa KPK: Ini Momen yang Ditunggu-tunggu,Neutral
,
"Buron Sabu 2 Ton Dewi Astutik Ditangkap, 8 Juta Jiwa Terselamatkan dari Narkoba",Positive
,
"Kronologi Penangkapan Dewi Astutik di Kamboja, Terdeteksi Sejak 17 November",Neutral
,
Japfa Food Gandeng Janice Tjen Perkuat Edukasi Pentingnya Protein Hewani,Positive
,
Peran Dewi Astutik yang Ditangkap BNN: Rekrutor Jaringan Narkoba Asia-Afrika,Negative
,
"Video: Truk Trailer Tabrak Pikap di Tol Jagorawi, 1 Orang Luka Berat",Negative
,
Pigai Temui Kepala Bappenas Bahas Persiapan Musrenbang HAM,Neutral
,
"Salurkan Amal ke YKAI, Lions Club Jaksel Tulip Bantu Anak Pejuang Kanker",Positive
,
Kepala BNN: Dewi Astutik Aktor Utama Penyelundupan Sabu 2 Ton,Negative
,
"Dorong Kemandirian Fiskal, Fraksi Golkar MPR Usulkan UU Obligasi Daerah",Neutral
,
Waka MPR Tekankan Pentingnya Semangat Gotong Royong dalam Hadapi Bencana,Neutral
,
Polri Gelar Layanan Kesehatan Gratis untuk Warga Terdampak Banjir di Aceh,Positive
,
"Video Praperadilan Paulus Tannos Tak Diterima, Status Tersangka Sah!",Neutral
,
Tentara Israel Tembak Mati 2 Pria Palestina di Tepi Barat,Negative
,
100 Ha Lahan Lapas Terbuka Kendal Dikelola untuk Ketahanan Pangan-Bengkel Napi,Positive
,
Video: Pemkab Lumajang Siapkan Hunian Tetap Baru untuk Korban Erupsi Semeru,Positive
,
Lahan Kosong Casablanca Jadi Arena Bergengsi Latihan Burung Dara,Neutral
,
Alasan Hakim Tak Terima Praperadilan Paulus Tannos di Kasus Korupsi e-KTP,Neutral
,
"Panja Reformasi Kepolisian-Kejaksaan-Pengadilan Rapat Perdana, Undang Ahli",Neutral
,
"Basarnas: Tak Ada Kata Daerah Terisolasi, Kita Bisa Jangkau Via Udara-Laut",Neutral
,
Fraksi Golkar MPR: Jangan Vonis Bencana Alam di Sumatera Hanya dari 1 Faktor,Neutral
,
80 Siswa di Raja Ampat Diduga Keracunan Usai Santap MBG,Negative
,
"Anggota Brimob Evakuasi Jasad di Sibolga, Ternyata Ibu Rekan Sesama Polisi",Negative
,
"Lindungi Pekerja Migran, KP2MI Teken MoU & PKS dengan Mitra Strategis",Neutral
,
Kecelakaan Beruntun Terjadi di Tol Cipularang Arah Jakarta,Negative
,
Video Cerita Warga Tegal Hadiri Reuni 212: Saya Merasa Terpanggil,Positive
,
Video: Alasan TKI Dianiaya 20 Tahun di Malaysia Belum Dipulangkan,Negative
,
Taliban Eksekusi Mati Napi Pembunuh di Depan Publik,Negative
,
BNPB: Jalur Medan-Aceh Tamiang Mulai Bisa Dilintasi Secara Terbatas,Positive
,
"Jelang Reuni 212, Personel Gabungan Dikerahkan Amankan Kawasan Monas",Neutral
,
Andre Rosiade-Menteri PU Siapkan Percepatan Pemulihan Infrastruktur Sumbar,Positive
,
Simak! Ini Cara Cek BLT Kesra Rp 900 Ribu Lewat HP,Neutral
,
Dapur Polda Riau Siapkan Ribuan Porsi Makanan untuk Korban Banjir Agam,Positive
,
Video Penangkapan Dewi Astutik Buron Sabu Rp 5 T di Kamboja,Neutral
,
"Ke Curug Cimanggung, Andra Soni Dicurhati Pedagang soal Akses Jalan Rusak",Negative
,
"Optimalkan ETLE, Kakorlantas Pastikan Polantas Tetap Hadir Layani Masyarakat",Positive
,
Lansia dan Balita Pengungsi Banjir di Bireuen Aceh Mulai Sakit,Negative
,
"Video Situasi Terkini di Monas Jelang Reuni 212, Warga Mulai Berdatangan",Positive
,
Menteri PU Targetkan Truk Kecil Bisa Masuk ke Sibolga Lewat Darat Hari Ini,Positive
,
Hakim Tak Terima Praperadilan Tersangka Kasus Korupsi e-KTP Paulus Tannos,Neutral
,
"Teleponan, Trump Tolak Rentetan Permintaan Maduro",Neutral
,
Kejagung Periksa Dirjen Perbendaharaan Kemenkeu di Kasus Dugaan Korupsi Pajak,Negative
,
"Waspada Cuaca Laut Periode Desember-Februari, Ini Daftarnya",Negative
,
Sekolah Digital Koperasi UKSW Perkuat Ekosistem Kopdes Merah Putih,Positive
,
Bupati Badung Tambah Plafon Kredit Sidi Kumbara Jadi Rp 100 Juta,Positive
,
KP2MI Gandeng Mitra Strategis Perkuat Perlindungan Pekerja Migran,Neutral
,
"Demokrat Riau Kirim Bantuan 20.000 Paket Sembako ke Sumbar, Sumut & Aceh",Positive
,
Basarnas Kerahkan Anjing K9 Cari 553 Korban Bencana Sumatera yang Masih Hilang,Negative
,
"Warga Huni TPU Menteng Pulo 2 Dipindah, Lahannya Bisa buat 1.300 Makam Baru",Neutral
,
Video Menteri P2MI Jelaskan WNI Tewas dalam Kebakaran Apartemen Hong Kong,Negative
,
BLT Kesra Diberikan untuk Siapa? Ini Sasarannya,Neutral
,
Pemkab Badung Genjot Layanan Kesehatan Lewat Program Nak Badung Sehat,Positive
,
"Akses Darat Putus, Distribusi Bantuan di Tanah Datar Mengandalkan Perahu",Negative
,
Beras untuk Korban Banjir Tapanuli Utara Pecah Saat Dijatuhkan dari Heli,Negative
,
Polisi-TNI dan Warga di Meranti Gotong Royong Bersih-bersih Cegah Banjir,Positive
,
Hong Kong Bentuk Komite Independen Selidiki Penyebab Kebakaran Apartemen,Neutral
,
Menakar Kekuatan Fiskal RI dalam Penanganan Bencana Nasional,Positive
,
Polisi di Dumai Patungan Kumpulkan Bantuan untuk Korban Bencana Sumatera,Positive
,
Disparekraf Dorong Pulau Tidung Jadi Destinasi Ekowisata Jakarta,Positive
,
Antrean BBM di Banda Aceh Mengular hingga 1 Km Usai Banjir,Negative
,
Video: Kepala BNPB Minta Maaf Sebut Bencana Sumatera Cuma Mencekam di Medsos,Negative
,
"Perkuat Ekowisata, Disparekraf Jakarta Kenalkan Bright Island Fest 2025",Positive
,
"Menhub Tinjau Lokasi Bencana, Komisi V DPR Tunda Rapat Bahas Nataru Hari Ini",Neutral
,
Kemenhut: Tak Ada Izin Penebangan Kayu Sejak Juli 2025 di Tapsel,Neutral
,
Anak Muda Dapat 'Insight' soal Karier di Jakarta For Youth Fest 2025,Positive
,
Bareskrim Selidiki Asal Gelondongan Kayu Terseret Banjir Sumatera,Negative
,
JAFOY 2025 Jadi Wadah Pemuda Jakarta Berkarya dan Berkolaborasi,Positive
,
"Truk Tabrak Pikap di Tol Jagorawi Arah Bogor, Sopir Luka Berat",Negative
,
"Penjarahan di Sibolga, Mensos Jelaskan Kendala Kirim Bantuan Bencana Sumatera",Negative
,
2 Pria Ditahan Atas Perampokan Rumah Mantan Presiden Prancis,Neutral
,
"Pohon Kenari Setinggi 6 Meter Tumbang di Bogor, Sempat Tutup Akses Jalan",Negative
,
"Kuras Isi ATM Rp 430 Juta, Sopir di Depok Ternyata Tahu PIN Eks Majikan",Negative
,
"Video Solok Pascabanjir Bandang, Kayu Gelondongan Selimuti Danau Singkarak",Negative
,
Kakorlantas: Pengawalan Tetap Berjalan Meski Sirene Rotator Dibekukan,Neutral
,
"Video Bencana di Sumatera, Netizen Kangen Sutopo, Doni Monardo dan Yurianto",Neutral
,
Ratusan Warga Tanah Datar Mengungsi Akibat Banjir Bandang dan Longsor,Negative
,
"Apresiasi Kinerja Pemda 2025, Kemendagri Ajak Bangun Iklim Kompetitif",Positive
,
"Polisi Sudah Periksa Siswa Pelaku Ledakan di SMAN 72 Jakarta, Ini yang Digali",Negative
,
Komut Inhutani V Kembali Dipanggil KPK Terkait Suap Pengelolaan Lahan,Negative
,
"Momen Kontrakan 'Bunker' Amunisi di Jakbar Digerebek, BB Disimpan di Amplop",Negative
,
KPK Panggil 4 Kepala UPT PUPR Terkait Kasus 'Jatah Preman' Gubernur Riau,Negative
,
Warga Keluhkan Kabel Menjuntai Sampai Trotoar di TB Simatupang Jaksel,Negative
,
"Link Download Logo Hakordia 2025, Cek di Sini!",Neutral
,
Emas Jadi Mainan Investor: Dari Aset ke Ladang Spekulasi,Neutral
,
"Verrel Bantah Pakai Rompi Antipeluru Tinjau Bencana Sumbar, Ini Katanya",Neutral
,
"Kakorlantas Tegaskan Sirene Rotator Masih Dibekukan, Dapat Dukungan Masyarakat",Neutral
,
KPK Panggil 2 Pihak Perusahaan Terkait Korupsi Rel KA Wilayah Medan,Negative
,
Kerugian Negara dari Kasus Illegal Logging di Mentawai Capai Rp 447 Miliar,Negative
,
Kenapa Remaja di Jerman Rentan Ideologi Ekstrem?,Neutral
,
KPK Panggil Eks Sopir Bupati Terkait Kasus Proyek Jalan di Mempawah,Neutral
,
"Remaja Tewas di Bogor Diduga Korban Penganiayaan, Pelaku Diburu Polisi",Negative
,
Penampakan Dewi Astutik Buron Sabu Rp 5 T Ditangkap BNN di Kamboja,Negative
,
Kementerian PU Percepat Perbaikan 14 Jembatan Rusak di Aceh,Positive
,
Satgas PKH Bakal Usut Gelondongan Kayu Hanyut-Menumpuk Saat Bencana Sumatera,Negative
,
Video: Kakak Bacok Adik hingga Tewas di Mamuju gegara Warisan,Negative
,
"Kondisi Memilukan di Agam, Butuh Alat Berat untuk Cari Korban Hilang",Negative
,
Video Viral Emak-emak Korban Banjir Ngamuk ke Tim SAR,Neutral
,
"ASDP Salurkan Bantuan Rp185 Juta untuk Sumatera, Pulihkan Harapan Warga",Positive
,
"RUU Penyesuaian Pidana, Ada Usul Hapus Pidana Minimum Khusus Pengguna Narkoba",Neutral
,
China-Jepang Cekcok Lagi Terkait Pulau Sengketa,Negative
,
Data BNPB Siang Ini: Korban Meninggal Bencana Sumatera Capai 659 Orang,Negative
,
Komisi X DPR Minta Pemerintah Bangun Sekolah Darurat di Wilayah Terdampak Bencana,Positive
,
105 Keluarga Penghuni TPU Menteng Pulo 2 Dipindahkan ke Rusun Jagakarsa,Positive
